,neut,male,female,date,round,groupid,lane,age,new_distance,dandivi,yeondivi,jockey_w,raw_weight,weight_added,prev1_velo,prev2_velo,prev3_velo,cure_in_1m,jprev1_rank,jprev2_rank,jprev3_rank,prev_velo_avg,prev_rank_avg,prev_rank_mean,year,month,prediction,rank_binary,rank
10,0,1,0,2018-09-30,11,5057,1,3,1,2.7,1.4,-0.366861421,0.23462164,-1.025740707,0.683654252,1.351577936,0.816097677,1,4,2,10,15.93182786,10,3,2018,9,0.681431711,1,1
11,1,0,0,2018-09-30,10,2211,7,7,0,18.2,3.1,-0.87629371,0.295309807,-1.169594819,-0.377166754,-0.213101636,-0.761192765,1,4,4,6,15.31917593,7,5.666666667,2018,9,0.160742164,0,11
12,0,1,0,2018-09-30,10,2211,9,4,0,20.8,4.6,-1.385726,-0.271113083,-1.025740707,0.314184675,-0.213101636,-0.337184309,0,2,6,2,15.48234789,9,1.333333333,2018,9,0.200416327,0,10
13,0,1,0,2018-09-30,10,2211,11,5,0,93.2,11,-0.87629371,0.254851029,0.556654525,-0.873254554,-0.333763726,-0.184072772,0,12,1,9,15.31248774,6,4.333333333,2018,9,0.071104839,0,9
14,1,0,0,2018-09-30,10,2211,8,5,0,17.9,2.7,-1.385726,0.093015918,0.268946301,-0.585371465,-0.625930912,-0.359505895,1,5,1,12,15.28680522,5,4.333333333,2018,9,0.201173037,0,8
15,0,1,0,2018-09-30,10,2211,5,4,0,29.5,5.7,-1.385726,0.659438808,-0.162616035,-0.925082998,-0.519169452,-0.752365823,0,10,6,7,15.19537783,2,6,2018,9,0.114875719,0,7
16,1,0,0,2018-09-30,10,2211,1,6,0,11.6,3.6,1.161435448,0.639209419,-0.018761923,1.90845554,-0.732043366,1.923032816,0,5,7,4,15.96928292,12,3.333333333,2018,9,0.342038184,0,6
17,0,1,0,2018-09-30,10,2211,2,6,0,62.7,9.1,-1.385726,-0.210424916,-1.169594819,1.311570527,-0.182806759,1.61845052,1,8,8,11,15.91727551,11,4,2018,9,0.074390985,0,5
18,0,1,0,2018-09-30,10,2211,4,4,0,72.5,19.3,-0.87629371,0.113245307,-0.594178371,-0.792320094,-0.808279846,-1.06095557,1,10,2,3,15.12800897,1,8.666666667,2018,9,0.038554057,0,4
19,0,1,0,2018-09-30,10,2211,6,3,0,5.4,1.7,-0.87629371,0.517833085,-0.018761923,-0.676034838,-0.393786172,-0.515320812,1,9,3,4,15.28464677,4,3,2018,9,0.498484343,1,3
20,0,1,0,2018-09-30,10,2211,10,4,0,4,1.4,-0.87629371,0.153704084,0.125092189,-0.076572743,2.632428849,-0.275031387,0,1,9,2,15.84810623,10,1.666666667,2018,9,0.439450443,1,2
21,1,0,0,2018-09-30,10,2211,3,4,0,2,1.2,-0.87629371,-0.190195527,0.700508637,0.114672224,-0.357797291,-0.223545575,0,10,4,3,15.44846197,8,1.333333333,2018,9,0.736039042,1,1
22,1,0,0,2018-09-30,8,260,11,6,1,51.4,7.3,0.142570869,0.194162862,1.275925085,0.008168561,-0.863780251,-1.127931972,0,3,2,4,15.22786094,5,4.333333333,2018,9,0.153546736,0,12
23,0,1,0,2018-09-30,8,260,10,4,1,41.7,5.3,-0.87629371,0.072786529,0.556654525,0.026023383,-0.77899768,-0.369063648,0,12,1,9,15.35300005,6,2,2018,9,0.125301108,0,11
24,1,0,0,2018-09-30,8,260,1,3,1,10.1,2.2,-1.385726,0.962879642,-0.881886595,-0.172921592,-1.011881638,-0.898900475,1,12,7,1,15.21294003,4,2.666666667,2018,9,0.447517097,0,9
25,1,0,0,2018-09-30,8,260,4,4,1,82.8,11.2,-0.87629371,0.194162862,0.268946301,-1.051117987,-0.837512715,1.191806035,1,10,4,3,15.4127792,7,5.666666667,2018,9,0.129451618,0,8
26,1,0,0,2018-09-30,8,260,12,5,1,66.1,9.4,0.397287014,0.679668197,0.125092189,-0.588303525,-1.011881638,-1.231301803,0,1,2,5,15.10362919,1,7.333333333,2018,9,0.117724329,0,6
27,0,0,1,2018-09-30,8,260,7,4,1,51.3,7.5,-0.87629371,0.173933473,0.844362749,0.008168561,1.056862839,2.062462613,1,5,7,4,15.97060171,10,3.333333333,2018,9,0.118184514,0,5
28,0,1,0,2018-09-30,8,260,9,4,1,33.9,3.5,-0.87629371,0.416686141,-0.594178371,-1.07963308,-0.784858063,1.234030139,0,4,4,6,15.42238223,8,4,2018,9,0.219165757,0,4
29,0,1,0,2018-09-30,8,260,5,4,1,19.3,4.1,0.906719304,0.983109031,-0.881886595,-0.179241795,-1.112033408,-1.302722715,1,11,12,9,15.1388059,2,2,2018,9,0.146400452,1,3
30,0,0,1,2018-09-30,8,260,8,4,1,11.4,2,-0.621577566,-0.594783306,2.139049757,-0.558960539,-0.758470766,-0.840434629,0,5,1,12,15.20157319,3,3,2018,9,0.437196642,1,2
31,1,0,0,2018-09-30,8,260,2,3,1,1.4,1.1,1.416151593,0.659438808,-0.306470147,0.283343781,1.65826892,1.361285524,1,10,2,3,15.99678209,11,1.333333333,2018,9,0.717865407,1,1
32,1,0,0,2018-09-30,7,6031,3,4,1,4.7,1.7,0.397287014,1.064026587,1.132070973,0.859044661,1.203629381,1.583955439,1,12,7,1,16.04755224,8,3.666666667,2018,9,0.51841867,0,12
33,1,0,0,2018-09-30,7,6031,2,3,0,79.8,17,-0.112145276,0.457144919,6.02311078,0.531581949,1.223287251,0.014618915,1,1,2,5,15.77444286,2,9,2018,9,0.066954188,0,10
34,0,1,0,2018-09-30,7,6031,11,3,1,3.7,1.6,1.925583883,0.881962086,-0.738032483,0.859044661,1.056862839,0.683091433,1,9,3,4,15.89540026,5,4,2018,9,0.506753087,0,8
35,1,0,0,2018-09-30,7,6031,6,3,1,14.2,3.4,0.652003159,0.780815142,-0.162616035,1.103026213,-1.325377961,0.950081907,1,11,12,9,15.62328704,1,5.333333333,2018,9,0.192047849,0,5
36,0,0,1,2018-09-30,7,6031,1,3,0,18.7,6.1,-0.87629371,-0.432948195,0.844362749,0.308012206,1.105654561,0.93216045,0,10,4,3,15.85767305,4,5,2018,9,0.157183588,1,3
37,0,1,0,2018-09-30,7,6031,4,4,1,10.3,2.8,-0.112145276,-0.089048583,-0.450324259,0.910523769,0.993254,1.344267397,1,3,2,4,15.98969973,6,4.333333333,2018,9,0.245098874,1,2
38,0,1,0,2018-09-30,6,1272,6,5,0,54.2,9.1,-0.87629371,-0.534095139,-0.881886595,-0.441089138,0.862988449,-0.188414747,1,9,5,4,15.54956344,9,6.333333333,2018,9,0.077378601,0,12
39,1,0,0,2018-09-30,6,1272,2,4,1,124.3,15.2,0.142570869,0.61898003,3.002174428,-1.334140927,-1.234950955,1.748378649,0,8,7,6,15.39413882,7,7,2018,9,0.112589166,0,11
40,1,0,0,2018-09-30,6,1272,10,4,1,24.1,4.2,-0.112145276,0.457144919,2.570612092,-1.501712925,-0.77899768,0.579450204,0,1,2,5,15.26616509,3,5.666666667,2018,9,0.196373031,0,10
41,0,1,0,2018-09-30,6,1272,9,5,1,70.4,10.8,-0.87629371,0.254851029,0.412800413,1.437851687,0.73259659,-0.778314668,0,9,3,4,15.72110368,11,5.666666667,2018,9,0.098560408,0,9
42,0,1,0,2018-09-30,6,1272,1,4,1,104,16.2,-0.87629371,0.376227363,1.132070973,-1.214847381,-1.440232093,0.898924292,0,8,7,11,15.25846732,2,5,2018,9,0.061988141,0,8
43,1,0,0,2018-09-30,6,1272,5,4,1,18.7,3.3,0.906719304,0.376227363,2.714466204,-0.973719877,0.246844024,1.156693104,1,1,9,2,15.57688547,10,4.666666667,2018,9,0.220966786,0,7
44,1,0,0,2018-09-30,6,1272,3,5,1,3.2,1.4,-0.112145276,0.538062474,-0.018761923,-0.292616508,-0.89583106,-0.080059145,0,3,2,4,15.33112054,5,3.666666667,2018,9,0.614013672,0,6
45,0,1,0,2018-09-30,6,1272,7,3,1,8.8,2.3,0.397287014,1.124714754,0.556654525,1.125370247,-0.493954144,-0.653406788,1,12,1,9,15.51478576,8,1.333333333,2018,9,0.430853814,0,5
46,0,1,0,2018-09-30,6,1272,12,3,1,7.4,2.2,-0.621577566,0.962879642,0.125092189,-0.729144615,-0.430756715,-0.305247269,1,5,1,12,15.30195885,4,3,2018,9,0.252755135,0,4
47,1,0,0,2018-09-30,6,1272,11,4,1,25.8,4.9,-0.112145276,-0.352030639,0.700508637,0.815036445,-1.440232093,-0.545127512,0,8,8,11,15.34716306,6,4,2018,9,0.179626375,1,3
48,0,1,0,2018-09-30,6,1272,8,3,1,7.8,2.9,-0.87629371,-0.129507361,0.268946301,-0.481047118,-0.556924448,-0.994769937,1,6,8,6,15.21995296,1,2.333333333,2018,9,0.191701964,1,2
49,0,1,0,2018-09-30,6,1272,4,3,0,2.6,1.3,0.142570869,0.517833085,0.700508637,1.18615728,1.585389125,1.449901341,0,10,2,3,16.13173328,12,1.666666667,2018,9,0.714375913,1,1
50,0,1,0,2018-09-30,5,5598,5,3,0,104,26.4,1.161435448,-0.129507361,-1.313448931,0.720053012,0.289905122,1.130267597,0,5,7,4,15.82826314,10,6.666666667,2018,9,0.046827342,0,12
51,0,0,1,2018-09-30,5,5598,6,4,1,73.5,10,0.142570869,0.275080418,-0.738032483,0.910523769,0.326897206,0.727318844,1,9,3,4,15.80314099,9,5.666666667,2018,9,0.124388009,0,11
52,0,0,1,2018-09-30,5,5598,2,5,0,67.4,12.6,-0.87629371,-0.493636362,0.700508637,1.200049504,0.638161097,0.93216045,0,10,4,3,15.9207388,11,6,2018,9,0.135498524,0,10
53,1,0,0,2018-09-30,5,5598,12,3,1,27.3,3.9,0.142570869,0.355997974,0.844362749,-0.667453407,-1.295288647,0.481751707,1,3,2,4,15.29945216,4,3.666666667,2018,9,0.177596599,0,9
54,0,1,0,2018-09-30,5,5598,7,5,1,106.5,27.1,0.142570869,0.780815142,1.132070973,0.337944962,0.682169722,0.576651483,1,5,10,10,15.74882037,8,4.666666667,2018,9,0.024100279,0,8
55,1,0,0,2018-09-30,5,5598,8,3,1,8.4,1.9,0.652003159,0.639209419,0.268946301,-0.636524885,-0.899255447,-0.464357025,1,10,2,3,15.2242818,3,3,2018,9,0.401300192,0,7
56,0,1,0,2018-09-30,5,5598,9,3,0,10.5,2.4,1.161435448,0.598750641,0.556654525,0.859044661,1.203629381,0.864367492,0,7,11,2,15.94308034,12,2.666666667,2018,9,0.372282207,0,6
57,1,0,0,2018-09-30,5,5598,4,5,1,57.1,9.2,1.161435448,0.841503308,1.563633309,0.771135566,-1.022084075,-1.086715538,1,6,8,6,15.32294277,5,7,2018,9,0.097222403,0,5
58,0,1,0,2018-09-30,5,5598,11,3,1,4.2,1.6,1.670867738,0.43691553,0.700508637,-0.912902162,-0.775549473,-1.025472812,1,1,2,5,15.12020151,2,2.666666667,2018,9,0.472281963,0,4
59,0,1,0,2018-09-30,5,5598,10,3,1,18.8,3.7,0.652003159,0.275080418,0.700508637,-1.154884738,-1.113635386,-0.994769937,0,5,1,12,15.03988457,1,2.666666667,2018,9,0.189612597,1,3
60,0,1,0,2018-09-30,5,5598,1,3,1,2.6,1.4,1.670867738,0.61898003,0.268946301,1.395660977,-1.415329452,-0.933200438,0,11,12,9,15.37978486,6,5.333333333,2018,9,0.649838507,1,2
61,0,1,0,2018-09-30,5,5598,3,3,1,3.8,1.8,0.652003159,1.084255976,0.556654525,-1.034322117,0.814840411,0.683091433,1,8,8,11,15.58189137,7,3,2018,9,0.58016485,1,1
62,1,0,0,2018-09-30,4,5374,2,4,1,76,20.2,-0.112145276,-0.129507361,0.700508637,-1.774126329,-0.085512995,0.014618915,1,10,11,9,15.24505935,2,8.666666667,2018,9,0.044285614,0,12
63,0,0,1,2018-09-30,4,5374,11,4,1,31.4,4.5,-0.366861421,0.679668197,0.412800413,-0.043097547,0.550463911,0.06078761,1,9,3,4,15.59875123,5,8.333333333,2018,9,0.115438558,0,11
64,1,0,0,2018-09-30,4,5374,5,5,1,160.8,20.7,-0.87629371,0.113245307,0.268946301,-0.022143112,-0.469674386,-1.921901316,1,12,1,9,15.16549716,1,9,2018,9,0.027075846,0,10
65,0,0,1,2018-09-30,4,5374,3,4,1,71,13.9,-1.385726,-0.817306585,-1.457303043,0.160514246,-0.762242833,0.624288673,0,4,2,10,15.51942368,4,9.666666667,2018,9,0.089582756,0,9
66,0,0,1,2018-09-30,4,5374,12,3,1,76.3,10.6,-0.366861421,-0.675700862,-0.018761923,1.454755235,0.203886314,0.864367492,1,2,6,2,15.8851237,9,7,2018,9,0.07641194,0,8
67,0,0,1,2018-09-30,4,5374,8,3,1,22.5,3.7,-0.87629371,-0.129507361,1.851341533,0.438086487,0.59425929,1.344267397,1,5,1,12,15.8621883,8,5,2018,9,0.18315874,0,7
68,1,0,0,2018-09-30,4,5374,1,5,1,54.3,7.1,-0.87629371,0.376227363,2.282903868,-2.231009176,0.008814496,0.758342192,0,8,7,6,15.29961312,3,7.333333333,2018,9,0.16394335,0,6
69,0,1,0,2018-09-30,4,5374,10,3,1,3.3,1.7,1.161435448,-0.574553917,-2.75199005,1.215022234,1.047120083,1.166517972,1,1,2,5,16.01648821,12,2.666666667,2018,9,0.502319932,0,5
70,0,1,0,2018-09-30,4,5374,7,3,1,6.5,1.6,-0.366861421,0.801044531,-0.594178371,1.219516456,0.463190894,0.06078761,0,3,8,6,15.77162459,7,6,2018,9,0.564805806,0,4
71,0,1,0,2018-09-30,4,5374,6,4,1,22.7,3.7,-0.621577566,0.173933473,1.419779197,0.040870403,0.367058265,0.638971501,1,10,2,3,15.66834036,6,5.666666667,2018,9,0.144092888,1,3
72,0,0,1,2018-09-30,4,5374,9,3,1,7.4,1.8,-1.385726,0.133474696,0.700508637,1.006519003,0.76681958,1.523742545,0,8,8,11,15.99690805,11,4.666666667,2018,9,0.375254244,1,2
73,0,1,0,2018-09-30,4,5374,4,3,1,2.1,1.2,0.652003159,0.558291863,0.844362749,1.297593026,0.528606011,0.76795539,0,10,4,3,15.89528998,10,2.333333333,2018,9,0.741524577,1,1
74,1,0,0,2018-09-30,3,4284,12,4,1,34.6,6.2,0.142570869,-0.311571861,-3.039698274,0.25255643,-0.303675551,-0.137245529,0,10,11,9,15.48913458,5,6,2018,9,0.117822796,0,12
75,0,0,1,2018-09-30,3,4284,9,4,1,29.7,3.2,-0.366861421,-0.877994751,0.125092189,0.380793731,0.463190894,-1.716914364,0,9,5,4,15.39025914,4,7,2018,9,0.187238276,0,11
76,0,0,1,2018-09-30,3,4284,10,4,1,93,12.4,-1.131009855,-0.210424916,0.125092189,-0.001163673,0.16103162,-0.221445689,0,8,8,11,15.50725718,6,7,2018,9,0.060090963,0,10
77,0,0,1,2018-09-30,3,4284,11,4,1,118.3,24.8,-1.385726,0.43691553,0.988216861,0.25255643,0.333069981,-1.6874268,0,8,7,11,15.3567531,3,7,2018,9,0.024147067,0,7
78,0,1,0,2018-09-30,3,4284,5,3,1,5.3,1.8,-0.621577566,0.942650253,0.556654525,0.553227565,1.724772044,0.719940129,1,4,2,10,15.95301608,11,3.333333333,2018,9,0.560344875,0,6
79,0,1,0,2018-09-30,3,4284,1,3,1,54.7,6.2,1.161435448,0.416686141,-0.018761923,0.531581949,-0.122060846,-0.179395609,1,12,4,6,15.55045965,7,9,2018,9,0.105126195,0,5
80,0,1,0,2018-09-30,3,4284,2,3,0,11.6,2.7,0.397287014,-0.756618418,0.412800413,0.438086487,0.814840411,0.107076067,0,3,2,4,15.71467483,10,5.666666667,2018,9,0.3375853,1,3
81,0,1,0,2018-09-30,3,4284,4,4,1,79,10.5,-0.112145276,-0.372260028,0.988216861,0.625569493,0.246844024,-0.554288626,0,7,9,3,15.5635398,8,7,2018,9,0.098066859,1,2
82,0,1,0,2018-09-30,3,4284,6,3,1,13.7,3.5,0.142570869,0.82127392,2.42675798,-2.146297928,-1.174400245,0.905311167,0,12,1,9,15.16118409,2,7.333333333,2018,9,0.216648966,1,1
83,1,0,0,2018-09-30,2,784,7,3,1,105.7,9.8,0.397287014,-0.311571861,-1.025740707,0.087224046,1.047120083,-1.444678423,0,11,12,9,15.47162597,2,7.666666667,2018,9,0.065483727,0,12
84,0,0,1,2018-09-30,2,784,8,4,1,92.7,8.3,-0.87629371,-0.008131027,-0.162616035,1.103026213,1.341677639,0.874036803,1,12,1,9,16.00043692,10,6,2018,9,0.087818623,0,11
85,0,0,1,2018-09-30,2,784,10,4,1,16.2,3.7,-1.385726,0.517833085,0.988216861,1.03615881,0.203886314,0.246664696,0,7,4,8,15.73391949,5,5,2018,9,0.224719688,0,10
86,0,1,0,2018-09-30,2,784,11,3,1,24.9,4.9,0.906719304,0.61898003,1.132070973,0.160514246,1.056862839,2.638283213,0,1,2,5,16.07659244,11,4.333333333,2018,9,0.182762101,0,9
87,1,0,0,2018-09-30,2,784,2,4,1,19.5,3.6,-0.621577566,-0.392489417,0.988216861,-2.061150025,0.340274239,0.727318844,1,4,2,10,15.36831857,1,6.333333333,2018,9,0.189801157,0,8
88,1,0,0,2018-09-30,2,784,3,5,1,30.5,4.3,0.142570869,-0.837535974,-0.306470147,1.15147309,0.203886314,-0.305247269,1,10,4,3,15.6707399,3,5,2018,9,0.150177673,0,7
89,0,1,0,2018-09-30,2,784,4,3,1,34.9,6.6,-0.366861421,0.902191475,-2.608135938,-0.700699175,0.757230635,1.4637242,0,2,6,2,15.73587592,6,4.666666667,2018,9,0.165308788,0,6
90,1,0,0,2018-09-30,2,784,6,5,1,19.3,3.4,-0.621577566,-0.392489417,0.556654525,0.815036445,0.16103162,0.246664696,0,10,2,3,15.69518195,4,6.333333333,2018,9,0.225533396,0,5
91,0,0,1,2018-09-30,2,784,12,3,1,27.6,6.6,0.142570869,0.295309807,1.132070973,1.454755235,-0.085512995,0.816097677,0,9,3,4,15.83599363,7,4,2018,9,0.17127347,0,4
92,1,0,0,2018-09-30,2,784,5,3,1,15.2,2.3,0.142570869,-0.109277972,0.125092189,1.633189194,0.419712489,0.758342192,1,12,1,9,15.92736995,9,3.333333333,2018,9,0.314322621,1,3
93,0,1,0,2018-09-30,2,784,1,3,1,3.7,1.4,0.906719304,0.23462164,0.844362749,2.179073648,-0.136097654,0.203598337,1,5,1,12,15.84616514,8,7.666666667,2018,9,0.497039199,1,1
94,0,0,1,2018-09-30,1,3464,7,3,1,10.2,2.5,-1.385726,-0.675700862,-1.888865379,-1.256236338,1.341677639,0.529139324,1,4,2,10,15.60360497,7,5.333333333,2018,9,0.195347488,0,9
95,0,0,1,2018-09-30,1,3464,4,3,1,6,1.5,0.652003159,-0.736389029,0.844362749,0.553227565,0.642557146,0.990469498,0,10,2,3,15.83477579,8,4,2018,9,0.445791274,0,4
96,1,0,0,2018-09-29,13,6149,3,4,1,62.9,7.1,-0.87629371,0.032327751,3.002174428,0.345079252,0.814840411,1.354192734,1,12,2,2,15.88206492,5,7.333333333,2018,9,0.117504224,0,12
97,0,1,0,2018-09-29,13,6149,5,7,1,112.9,18.4,-0.87629371,-0.210424916,0.268946301,1.593387169,-1.440232093,-1.130811745,1,9,6,7,15.37653181,2,6.333333333,2018,9,0.031719681,0,11
98,0,1,0,2018-09-29,13,6149,12,5,1,62.1,6.6,-0.87629371,0.275080418,-0.881886595,1.793262558,-1.127157253,1.149678553,1,2,10,2,15.7825654,4,5,2018,9,0.07528951,0,10
99,1,0,0,2018-09-29,13,6149,7,3,1,11.4,2.4,-0.87629371,0.517833085,-0.450324259,1.522525759,1.550706175,0.76795539,1,1,6,2,16.07711688,7,5.333333333,2018,9,0.254183739,0,9
100,0,1,0,2018-09-29,13,6149,4,4,1,19.1,3.8,-1.385726,0.457144919,-0.450324259,-0.543405856,1.955482541,-0.622039787,1,7,3,8,15.63058289,3,2.333333333,2018,9,0.141926542,0,8
101,0,0,1,2018-09-29,13,6149,9,4,1,57.1,6,-0.87629371,0.43691553,1.851341533,-1.362185287,-0.720284959,0.782101678,1,9,7,12,15.3246397,1,2.666666667,2018,9,0.088139996,0,7
102,1,0,0,2018-09-29,13,6149,11,5,1,29,3.7,-0.112145276,0.517833085,0.700508637,2.046182853,1.853462375,0.76795539,0,11,11,10,16.19814895,9,6.333333333,2018,9,0.187752709,0,6
103,0,1,0,2018-09-29,13,6149,10,3,1,13.4,3.1,1.670867738,0.396456752,-0.162616035,1.793262558,1.45087405,2.5322835,1,6,4,1,16.35852889,11,3.666666667,2018,9,0.210888416,0,5
104,1,0,0,2018-09-29,13,6149,2,6,1,63.4,7.2,-1.385726,0.881962086,0.412800413,1.15147309,0.718925454,2.165864741,0,12,1,6,16.10446724,8,6.666666667,2018,9,0.163149893,0,4
105,0,0,1,2018-09-29,13,6149,8,3,1,17.5,3.6,0.906719304,-0.271113083,1.419779197,2.406140135,1.252813528,-1.130811745,1,8,6,3,15.88796147,6,6,2018,9,0.142974108,1,3
106,0,0,1,2018-09-29,13,6149,6,4,1,6.8,1.6,-0.87629371,-0.311571861,0.556654525,2.148322407,1.701468917,1.403899463,0,8,10,11,16.28336674,10,1.666666667,2018,9,0.408030987,1,2
107,0,0,1,2018-09-29,13,6149,1,3,1,1.4,1.1,-0.621577566,0.396456752,1.419779197,2.406140135,2.006701681,1.857346555,1,3,1,8,16.43151962,12,1.666666667,2018,9,0.642402172,1,1
108,0,1,0,2018-09-29,12,5331,11,4,1,38.3,5.8,0.397287014,0.962879642,-2.464281827,-1.918257296,0.897458067,-0.809402356,0,8,6,10,15.24731307,2,4.666666667,2018,9,0.095479965,0,11
109,0,1,0,2018-09-29,12,5331,2,3,0,26.9,6.8,-0.87629371,-0.048589805,0.268946301,1.441101158,-1.355414441,0.994962515,0,5,9,1,15.67512057,6,3,2018,9,0.150021642,0,10
110,0,0,1,2018-09-29,12,5331,8,4,1,18,3.7,-0.87629371,0.477374308,0.268946301,1.350333411,0.682169722,-1.359646248,1,2,9,10,15.61650138,5,2.666666667,2018,9,0.13142246,0,9
111,1,0,0,2018-09-29,12,5331,4,3,0,39.4,14,-1.131009855,0.072786529,-0.738032483,0.767481992,0.959668175,2.072777357,0,7,7,4,16.06955459,10,4,2018,9,0.133419245,0,8
112,0,0,1,2018-09-29,12,5331,9,3,0,5.4,2,-0.87629371,0.538062474,0.700508637,-0.324163586,-1.204702298,1.76577092,1,1,6,2,15.54951062,3,2.666666667,2018,9,0.325640529,0,7
113,0,0,1,2018-09-29,12,5331,3,3,1,24,5.3,-0.87629371,1.306779254,-3.039698274,-0.445312648,1.273932783,0.86064989,1,10,11,1,15.76106198,7,5,2018,9,0.157981485,0,6
114,0,1,0,2018-09-29,12,5331,1,3,1,6.1,1.7,-1.385726,0.598750641,0.268946301,1.437851687,1.302129536,1.70496867,0,2,7,3,16.16452967,12,3.666666667,2018,9,0.550983012,0,5
115,0,0,1,2018-09-29,12,5331,6,5,1,45.7,8.6,-1.385726,-0.311571861,-0.450324259,-0.667453407,-1.385398225,-1.892769327,1,1,3,4,14.94159674,1,4.333333333,2018,9,0.085414246,1,3
116,0,1,0,2018-09-29,12,5331,5,3,1,3.2,1.3,-0.112145276,0.82127392,-0.018761923,1.395660977,1.529268236,0.816097677,0,8,6,3,16.06233974,9,3.666666667,2018,9,0.682706773,1,2
117,1,0,0,2018-09-29,12,5331,10,3,1,5.1,2,1.161435448,0.23462164,-0.881886595,-0.543405856,1.744769379,1.149678553,1,12,2,2,15.85713685,8,3.333333333,2018,9,0.320835918,1,1
118,0,0,1,2018-09-29,11,1431,11,3,1,5.6,1.9,1.416151593,-0.068819194,-1.169594819,0.134304235,1.875277072,0.961291743,1,8,6,10,15.94838991,9,4,2018,9,0.240407914,0,12
119,0,1,0,2018-09-29,11,1431,6,3,1,8.3,2.3,0.142570869,0.194162862,-0.018761923,1.494257596,1.6008246,1.175591741,1,9,7,12,16.13943868,12,2,2018,9,0.326609731,0,11
120,1,0,0,2018-09-29,11,1431,5,4,1,22.8,6.3,-0.87629371,0.23462164,-1.169594819,1.346561184,-2.238943072,1.76577092,0,3,3,11,15.64453582,4,5.666666667,2018,9,0.178415254,0,10
121,0,0,1,2018-09-29,11,1431,1,5,1,42.9,8.5,-0.87629371,0.335768585,0.268946301,-1.695128676,0.938907881,-1.416381292,1,12,2,2,15.19801802,2,6.666666667,2018,9,0.100535884,0,9
122,0,0,1,2018-09-29,11,1431,4,4,1,37.9,7.3,-1.385726,0.881962086,-0.881886595,1.248755975,0.286825892,0.816097677,1,7,3,8,15.85991033,6,5,2018,9,0.108368397,0,8
123,1,0,0,2018-09-29,11,1431,8,3,1,13.1,2.9,-1.385726,-0.129507361,1.707487421,1.543755493,0.419712489,0.86064989,0,7,7,4,15.92907854,8,1.333333333,2018,9,0.333790302,0,7
124,0,0,1,2018-09-29,11,1431,12,5,1,52.9,11.6,-0.87629371,-0.534095139,0.700508637,-0.324163586,-0.868411571,0.624288673,0,5,9,1,15.43273403,3,4,2018,9,0.096499011,0,6
125,0,1,0,2018-09-29,11,1431,7,7,1,76.1,18.1,-0.621577566,0.295309807,-0.018761923,-1.859154256,-0.650956717,-0.432649851,0,12,1,1,15.08532593,1,5.333333333,2018,9,0.071519703,0,5
126,1,0,0,2018-09-29,11,1431,9,6,1,13.2,3.6,1.161435448,0.113245307,-0.450324259,1.103026213,1.063825128,0.857463977,1,1,5,7,15.95758936,10,5,2018,9,0.146579117,0,4
